cliente_id,ingreso_mensual,gasto_promedio_mensual,valor_promedio_compra,frecuencia_compra,porcentaje_descuentos,tasa_recompra,antiguedad_cliente,visitas_web_mensuales,tiempo_promedio_sesion,compras_movil_pct,interacciones_app,dispositivos_registrados,cluster_A,cluster_B
747,3482.989311361164,357.8168877006527,34.45906577993051,11.357312904900027,71.58899206335289,60.36198229755742,23.81701531970858,55.51966806440021,12.20099362353267,54.859024925550656,21.108163832663443,3,0,0
129,7349.100005471967,1203.1349837095677,148.61008785966143,14.27087748566527,17.720168406151068,94.29505634010684,33.154535959771124,39.08003865560617,18.7128672344147,45.16115391418353,29.087850417425194,3,1,0
1647,2097.9104677259406,286.5510552647092,69.43369307611067,3.6407270547777832,45.5601640660886,34.71129914972332,22.023817219356832,61.773950979073575,38.90260784955779,44.35074696078145,34.902006555721684,1,0,1
1853,5758.066060940066,220.01877542984823,69.78407045773544,2.5898345090199806,31.185380007684312,44.312399584059285,22.840939613195925,76.64065857695866,22.3926969943227,71.3683479108737,15.462590311842222,2,0,1
675,2918.827928590772,101.60772410899696,40.61254406688434,6.772778002412272,73.62854256957834,73.90125864223991,20.33769735242117,45.782820386901406,12.009642023770372,50.79981880723994,47.01806442171985,3,0,0
1665,4706.214554259644,313.9704418129011,61.42999427839413,3.675817208923813,30.67344583778769,12.889924709228431,19.321491534121137,60.96529379792209,32.01028121626378,85.47568690267524,21.35245232178815,1,0,1
1982,4908.955904010662,172.1609185920895,84.50967697038605,2.820417292675545,52.81186938799882,24.93794862411488,12.323472021303678,120.1482466482454,22.66535873326962,28.5465641403369,26.42889048634061,3,0,1
1084,2726.265995464787,181.95730414983365,44.54151724690359,1.535359403378446,44.7915096553382,43.51875132517867,0.0,9.805847313594844,5.046800877550971,14.464057288972612,34.36400766237486,5,0,0
1923,7106.402436700168,113.51089630980678,90.37928000683247,3.2817179042230418,23.032456501762653,33.23545763690707,12.402423347757924,110.78599901410809,31.378837781940984,23.957064293883533,28.21938407644542,1,0,1
100,7804.731264550802,1352.8723446610566,108.89330258377576,9.817749072448828,15.66972941341397,91.492519661094,46.56838097947417,35.74109606454777,13.50131194258816,86.06639770687168,32.29341262642934,3,1,0
1180,3976.040561460471,103.45415490482966,50.08283941687194,1.1759525775243915,14.271855497413526,31.54718985651777,4.816552413186844,14.464311018452204,4.882840463150092,42.74814125377896,37.05050111007307,3,0,0
965,2803.465843394727,450.8368492546748,39.25211200698231,12.231985177395323,64.0793401546417,78.00869577011177,20.069324769832544,42.5234903245989,12.43412122206424,36.0358218550432,25.989753033784577,4,0,0
793,3782.8364003432944,447.4300448988801,42.703286443417824,16.011564910416766,68.65659136398257,70.71703941806885,20.11276592975063,37.58253609788086,12.959867742106786,23.749801067729493,21.97345764443197,1,0,0
30,6757.22967851571,1233.574528343603,158.84955643268253,12.902120270425357,9.742029768638956,88.49667466614042,55.99828754174774,49.52053249069554,20.572307411605525,73.66550685526249,26.276385245871435,2,1,0
629,3483.3314086338914,451.8443526106631,44.48253856545109,11.590466005435967,77.58423897966792,75.66655721966134,23.76830636930077,59.52036826337257,15.889557647704027,85.84891758623577,12.21415823119328,1,0,0
945,3965.286367579488,498.9279674197462,56.45122031311159,14.434301410676944,64.82315300171267,73.25299669113852,18.6577902868294,28.188675820477705,13.940795259479351,57.55477745962679,15.914708988722468,3,0,0
573,2753.406565555896,356.4023454145847,20.402120641054044,13.031297451255789,70.16360302885272,61.76061259147353,25.341991583892487,49.30966455222533,10.975359501008928,31.520915352161552,32.32809224427443,4,0,0
908,3844.362776067021,304.64538743124484,21.30042013857588,8.29654951991688,86.66080889692114,71.41679037555924,18.84457856145791,48.3147716302606,10.243937419505905,89.22886151649854,25.85013404388504,1,0,0
1081,4044.8971565545294,0.0,34.432657744496794,1.154569942143708,28.59326023989035,33.56424771894832,11.373781277204984,5.47429183168531,3.379381706062913,30.868603959172678,42.81323056041573,2,0,0
451,8225.132860299896,1206.3489550453965,143.14042124254064,13.855506233079868,13.124582592763208,93.59955805313204,61.60699555689301,33.09992277876871,15.577399189959031,34.60873404195621,44.42161636734865,3,1,0
1610,5113.587233414085,145.64061346428096,71.05864632681141,3.422414861620512,38.36631551540943,43.47511995988417,15.077837086772902,115.747220688103,27.52785655099756,72.23385039114532,22.780473188062384,5,0,1
1291,3797.7948258172114,165.4314808112125,44.941085311767935,1.078223562010775,41.36198961047211,36.72252369974977,8.969045677121034,7.874139601499817,6.942907980545337,80.28002379552858,43.415659845412506,5,0,0
1079,3296.208967134065,149.50889436397938,39.1363946312281,0.7109680027560306,51.49110560066991,21.740380249090563,10.066165617796576,8.70111996416547,3.948492891810981,65.5447156738563,25.419971385853177,4,0,0
255,6377.286889613581,1416.945098533719,195.3372635955555,13.86399004464474,23.129283696988374,91.51046743672134,45.22158334674258,37.70167983063112,15.008457531090666,59.9285775147525,7.007811361349702,2,1,0
125,6471.488244242377,1538.8592285864245,138.0616976699726,11.10054784830732,15.37637715592136,86.42873150228947,37.38764453418474,38.88635864603336,11.923437754780696,61.3340724408277,27.85066548926186,2,1,0
1928,5085.068233039735,235.77128454300004,82.60294768315921,3.2475347850157483,16.607184917988377,21.7892699204208,13.965833842133057,74.71059615391441,26.798203249371177,44.35638150442441,40.99181597631125,2,0,1
252,7814.63412471332,1390.167254264382,193.2033985510487,14.285767780880134,2.6934258856853983,96.1792581208234,48.79256932226578,34.838320133264475,12.206002456402285,65.5982379717482,44.743001855240905,4,1,0
586,3595.2118686030385,260.91014263412274,27.87119367036233,10.1931474361769,73.30360750016209,65.29837193885174,31.287529657418343,45.64038028490967,18.14114403826085,25.78021612773494,23.634392079763284,2,0,0
1569,3887.2274432546646,251.5124286734745,124.65642456094729,2.732857570546055,15.548683408100413,50.94194847997087,18.834601508441352,98.05756257372732,20.95469062485813,44.51634601664473,23.21677043255069,1,0,1
825,4325.932121376811,299.9996121447159,28.07474778025552,6.883688738591933,75.06467404428255,62.127209425514,26.246466170722385,41.61570847108043,11.85096896365806,69.1757362445183,27.18923456756658,1,0,0
508,3107.783699432536,327.891417263449,32.29535052931815,8.423935918541565,62.88510524156927,66.58835803413507,18.113180006943946,53.09675259626528,9.241907956011074,53.14222132445851,22.38292343988028,3,0,0
890,1577.2103691593527,303.7962672423015,21.8829561739848,9.087798465222551,48.52059369038512,75.00207387509612,23.472848961829065,36.04024981157965,11.997686114069523,90.88174994221146,23.453292003952747,3,0,0
71,6185.525093646531,968.7613822749512,123.49238062415938,10.875347774455552,7.198608866445878,91.17630630666189,50.71776363690529,42.403676071003495,12.487375003758173,65.07041782421597,31.822962408960905,4,1,0
1609,6253.4828189196905,138.03053418172357,83.80308638165532,5.450277095835705,34.03599115216358,45.08675034198353,12.630926774693789,76.16553052632747,31.38003179646016,99.79966033638424,24.287156917145737,1,0,1
1533,4506.204624351831,356.4653148438204,93.52080083164024,2.079446487280648,38.53952530127834,42.527376251708326,9.394176565035592,93.96557593384168,29.138336760051832,19.05752005482068,26.612629047706832,5,0,1
248,5285.304394626055,1084.0077973575865,220.02415174705544,11.037037248440758,22.602012090941365,90.44255025665186,57.298831486823325,35.72896782346472,15.3445280768629,93.53402948143216,35.685365833764386,3,1,0
1451,2694.8613241330786,127.4836436876174,62.85652065179201,1.0178332229056557,38.91959762855404,38.381660507060126,0.8040708220600576,11.574567318108205,5.306537248345079,91.59479128634833,12.862986405667607,2,0,0
213,6359.544250879622,1470.824130784104,148.23792626999094,7.207517179074626,22.183928934120217,87.5763240322641,50.32815883623231,39.04444999399997,15.546072871467391,91.64327195461408,17.66280800323785,1,1,0
910,3060.8709818722286,407.4167463611288,37.83353180560544,12.283803245624007,86.55887803058476,85.72229990349832,27.52846410484144,52.780189756619215,12.064522303317178,10.17804207277806,10.830181179237252,4,0,0
1742,5558.651945190401,104.52044564264614,73.81853704018464,0.9058060792950752,22.08919467389834,50.514621976150366,15.181288185207334,115.87255023837116,32.36477637669318,26.801967373282054,17.767836341652124,2,0,1
1245,2964.5040057663805,189.64450268720228,35.779055555330665,1.7758049251038768,42.94219894348359,20.321914152095445,10.219306575824415,12.0217859724517,1.6813598961334368,58.07337260235357,35.50122170852956,2,0,0
1697,3484.499642530393,193.206242667408,37.83245627269481,2.59008469078516,28.384667481820145,65.47119041048897,9.888653349609108,96.91950089416834,33.85372743808519,77.58633310200543,29.11222427678868,2,0,1
1183,2839.514291237141,148.2799138967311,47.57866069280272,3.228056248822792,40.38790924118484,31.953842766681426,9.20300310045306,3.923599632421242,5.16034586935131,74.85275389106201,24.96285843057217,4,0,0
362,5971.400136947746,1693.3558858301408,172.75096037148518,8.136116956925916,14.697379613791124,90.19606869207507,48.92116546845706,37.381483998300354,16.648420715166036,51.1168814438458,20.137179998857984,5,1,0
1474,2920.6576774076448,122.73899480134972,37.00845507127258,1.5025591385186858,53.07121659667291,27.311151981158385,16.379583857129013,7.331585266140789,5.686225906138992,41.94577335231819,23.240550223925005,3,0,0
679,2879.5047832671303,336.24463698126,30.14575029650566,14.26134163477724,71.4641916491527,71.55535116240704,30.238009277003467,39.693524594847744,11.027459379090107,58.73929560762234,19.91025858709421,3,0,0
1622,5812.724300388363,259.1757610457987,108.73910052742,4.279838823701331,13.260605811480549,43.28181681536788,10.140028986771444,80.23393966277787,30.469896792689426,43.349844786722215,51.51769918088573,2,0,1
1090,3129.317423620284,122.43979578695692,61.35238940674592,1.9729634934664395,44.435886051497455,20.34713659557724,3.849087634861447,7.328638386537363,6.629344570810614,28.885440306387935,37.65961572113345,2,0,0
1988,6422.837300581226,357.96863869799813,65.69903428846945,4.488079230892465,32.54504294138749,66.51746090212319,15.461331748247892,85.17681095247617,30.714411561423145,66.08837684160673,9.378326177078463,1,0,1
1848,5635.114289869267,200.9079561815283,75.7398159048752,3.694610982799896,32.413324889088976,57.24529814122383,8.287708306631316,56.66157198684984,20.871639905893623,63.52332393278196,18.061298877144655,5,0,0
988,2270.5058452634166,271.875813047303,14.827657829054624,14.087891544700364,41.726114634123526,76.76162970321664,26.991473746827424,29.74107009040645,10.933048276682008,25.762613237482388,7.535291203577636,4,0,0
1513,5947.90286749119,146.24880408114757,102.68011609465034,2.004913312859228,41.09465390249412,31.842296774636186,15.52435976553522,130.842541992601,18.76231845546606,14.888967167858029,45.60576415411846,5,0,1
112,6078.0820220776495,1642.959251691689,139.97486612690292,10.957432166213083,8.158011729721544,93.1130779640893,36.40271349824647,21.48287572847221,17.20852633272541,38.99014706546102,18.93096712372659,5,1,0
1488,2643.0625944448866,237.2850837142043,60.55531322580714,0.9503519370625344,54.68473614902227,47.39946059941191,6.794902070042006,8.231615376851478,6.553618530863346,55.30425460747047,12.590941678746038,2,0,0
1454,4956.519036440219,50.51952328308755,46.584064495427015,2.409035727019965,19.98470983450108,5.591033967889977,4.614698291689609,7.416679609053848,3.872118959991576,73.5937008594414,10.526305416402211,1,0,0
384,5997.864144715369,1260.8838782456344,132.01069976718173,9.614469051700432,20.69574564652526,91.8132732370045,60.754769641838216,25.192610799714004,19.36219722865131,97.43833686562616,29.73318705834758,3,1,0
1396,4037.652141911016,73.01082131211939,40.18797795356258,3.717340942105043,33.9913314602999,32.7108673337828,8.3803927595408,5.61573779166729,1.4238285370914805,70.45321566174987,41.04702465377044,4,0,0
1055,2468.7860309179578,76.79861860271441,51.18005489505741,1.993041802829408,44.4139950622226,38.50842891673355,12.036251828849965,8.217942167243962,11.826606752031324,88.76356450555949,16.10212867981189,3,0,0
756,2013.1658524281129,266.4972603633816,29.304626208168344,14.169517344463612,75.77238277500847,96.7731372284554,42.81938546048053,58.613064659108126,13.306965395908552,70.88686582982757,20.049528207904885,2,0,0
325,6055.043744245093,974.7938682826664,156.42941614212046,17.194618299541514,18.549818802062475,86.26327019438565,44.61593514528496,39.88537405672201,12.942455647304024,60.79157177316769,30.245591578207264,4,1,0
1624,4506.654658273312,400.9668152163308,66.87421830065645,2.831793615171037,41.19167278487196,73.19739072577518,17.272106183381414,84.75909702017297,8.81550023231513,81.05401986130651,18.46834838756252,2,0,0
788,3510.930011872991,386.667097995952,23.3984024087934,4.52646503317036,96.92677682698738,84.72401652416218,20.40395576605324,53.04228112711623,12.509361913653184,85.253998989636,0.0,4,0,0
369,5781.239673051618,1282.5544800602436,175.88247463939192,9.62310903381653,15.188704497483124,80.20647579009528,40.657720909993046,47.72789467495143,19.151574375359484,67.52759639180508,28.575788298543603,3,1,0
1820,3502.0140349272297,349.2787704344504,48.60187273868338,4.359384933992987,29.63831301938321,41.554488456346846,14.335877398846565,82.44570026174326,36.6464683460968,13.021096008791131,20.404404702761354,1,0,1
70,8517.624072971523,1502.3284129949247,138.85403267245957,10.460099115663828,13.026398254484857,92.7278988862839,33.049875704898334,39.5102456904619,12.061660114154671,86.51562278485231,17.382391499986536,2,1,0
858,4163.485942222087,346.5130523391553,30.37254284446081,10.00596590537598,84.39944051498287,66.88535596161755,29.10231831523271,43.019903456540185,9.413883757199724,93.14682073543484,15.469255382821787,3,0,0
1484,4337.472827961629,134.58222672038698,52.51124641985771,1.7721370729740924,50.86875972109919,49.31133981727836,8.845813116394257,8.884022166912406,6.090790702052978,24.122519271118644,37.26791538607701,1,0,0
1556,4581.232357624628,292.23768997419535,79.20643893834371,4.1712188358819065,38.7809370593562,61.64399264959987,10.950849934968318,85.24338830639188,26.191280666885014,45.36535576026392,27.665951039845645,5,0,1
1692,4328.687458750186,338.235549196055,82.25608741904912,3.0076199972312976,40.985526297363705,25.963219481677505,13.44956878838108,76.31637349738324,18.750017988603226,11.251244947599066,25.530174060790337,2,0,1
1475,2132.971982178512,147.64469412182476,7.038985505563041,0.2102632597241829,40.80839740174827,34.60765708877145,6.551039006940478,6.945156484490082,6.17631250141031,47.09897471508563,19.462765807448086,3,0,0
1799,4673.713423432899,221.863222143063,19.209167849167805,3.125672737413036,33.04237767209132,37.51766506776538,14.129303559234792,68.73283416483409,35.81054045157105,29.580975319585,18.518730784177293,2,0,1
479,7943.951103480442,1784.1496706024157,160.1077382526422,10.615928560071604,22.61259486929468,92.20133799647364,32.87207334068447,35.970385854173344,14.060942018461557,49.441339389029984,24.917714413804845,4,1,0
282,8292.47331550644,1092.6606726188377,115.93130107874588,13.521158454257751,15.335271292057293,82.4948755541367,41.724998249669454,27.625778089811163,14.75218664089497,82.85178499154446,31.51138244357056,4,1,0
1648,4961.885605597791,270.33013213627913,46.60843460583774,2.7909246305142754,35.46669931907012,68.23458253291822,15.8309459068639,81.29796368233316,32.05077833472559,69.30506298177153,27.736660364308356,1,0,1
1557,4721.90265044764,242.1600854135837,115.1790818854382,0.9778453506168958,34.068003016874414,73.12991043898407,11.194484151211592,104.70430974198564,25.915949100156883,24.547983554385983,21.244997009142143,1,0,1
1730,5728.710786077285,383.7829813241142,61.71611065624215,3.2618003039171124,0.0,50.14016771368784,12.780941707726232,75.44090071009221,21.018126364044345,43.52975882881857,28.109972759705816,4,0,1
211,4559.129175602915,1306.8124168575036,194.81930054746945,13.40148315512758,13.438930686581449,86.0359741699314,26.74892118135865,44.721461639671446,18.63104132852061,85.74803390387939,16.755340043729603,4,1,0
298,10638.027957582955,1175.3112208195605,119.37424498254548,9.022717567502426,23.67915298247353,79.17554399560588,39.06999849018072,24.91430073915877,12.537179664337083,98.0539877402424,27.8167596319649,1,1,0
1885,3871.41688695369,278.5388671385841,54.03032799390969,3.126149325834265,17.44331537322794,67.05211982130973,14.16455834450056,85.65936501290327,33.23656774956278,99.39055120373352,12.405233721312875,2,0,1
1834,3415.515949483097,469.4174874236214,114.62506576588008,2.501486728245917,34.4445377749994,64.56645641696097,10.026748549645507,88.12552881901601,14.19116611465284,23.58927813333127,11.30538403851368,2,0,1
652,2834.554141594171,343.85642067100315,14.09301673151734,7.408131868498744,76.89553987162633,63.68262154173618,14.870529441793744,48.15179537765512,9.7298135400633,26.67623856469816,25.618473237704706,4,0,0
1234,2909.2869605571027,71.41368458831731,37.550885507651486,2.1061360880255227,42.86051368054064,21.37228015138522,7.38459515260516,9.97187894547611,3.110976218619909,30.39400521894385,20.38708685062967,4,0,0
1503,5847.337114328622,216.1837623234722,54.314777344062136,3.198691415488252,31.222378097652417,38.27709148389758,10.706536089506612,95.84417189261544,39.79479858506939,75.17221428188454,12.005217755464772,2,0,1
1932,4958.443189463875,427.4969636011549,98.2365896878821,3.295630043533348,25.374318591080424,61.91962375761301,20.94305574122828,94.41082660499922,25.48808982919426,49.7116054793416,2.2041244091983145,3,0,1
917,2103.3910965359914,498.267368652295,31.92421590256416,16.8293217790333,61.5208768694815,81.33039809229939,21.46521023510269,38.64367454135087,9.7702754678071,37.29728935393328,26.926762450554115,2,0,0
994,4105.209479376258,389.3522151293612,27.7991893641332,10.601800359938233,80.93719003449877,76.95889532085486,20.38334423454667,39.60661163385176,10.029134325973024,18.11737221834831,22.064406063770004,4,0,0
430,8606.501096996572,1443.2121384816396,156.33576722713784,7.97373545617344,11.050184325687372,84.28478802444742,42.19632493928494,31.95517249856848,22.654832937127537,41.3502021621463,20.10193540871813,2,1,0
1371,3414.204532291797,183.59962434893225,41.72071098264044,2.554915173310909,41.53822435552007,14.352434917780734,14.817383526788776,9.755085619425996,3.834325450928281,17.281177564654758,26.875474132776937,5,0,0
240,5559.435456297108,1578.003360480036,133.5487191519727,11.56035418597408,14.21020237597944,92.53268799041348,34.59045142584761,31.715748095184964,23.763813789726164,76.71521679323887,25.59577028833378,1,1,0
880,2445.5751331714337,482.0309168717615,34.994390824441254,3.805362405903047,64.45998360944776,79.4647647442816,32.32548944302777,48.375577471797335,13.544902162492605,68.27145564925269,21.010508135234915,3,0,0
621,2656.0120720882705,203.8692276652392,36.26094363439311,6.525676244848445,84.3648336019657,73.53187551023319,23.48585791096138,38.841824849655296,11.386725498084976,55.07541591615504,31.736387222378184,5,0,0
257,7213.405336967346,1424.311946664248,145.05627721440737,9.293906962535516,12.978453075401044,88.06327466436082,29.25958288404149,33.485137839031005,8.233553804509842,86.23340181703519,37.81309774013903,5,1,0
612,3258.466493841102,407.04569217825576,41.29104335578156,12.091990956079618,78.07646373875649,82.0390641399066,4.395622986966632,52.053278739090295,10.070355573330763,60.11496094492279,26.03793088127475,3,0,0
545,3314.864360783209,184.8023577033709,44.37822102476342,10.124127467375114,58.03040602132585,57.22440814495022,33.740168943183555,33.35581190231116,10.851840513077605,69.65316484332642,30.82746629759163,1,0,0
772,2466.780671550087,302.7026453568317,32.76949217308825,7.320535337923111,70.84920537152887,77.1253436730359,11.786114766250114,53.889961133189786,15.156389454359305,48.12458279823176,23.90929566418488,1,0,0
1420,3644.947351072817,154.05796118521985,34.83064730620429,2.8917665473580128,32.49533498053079,50.96781811351513,2.893715577092201,12.936349883980023,4.414581227811169,52.34690396094845,22.93395060103352,1,0,0
1042,3986.437963593042,149.36271045801874,58.85869311146203,1.0794998526073032,43.38864881139497,52.73059326872,3.2547650477393386,6.919076387766928,5.6051366157454,57.355235107476005,29.57315502488441,5,0,0
1790,5171.21767291701,341.2275341498853,61.97334117851576,3.199291099863037,16.433353817586344,72.919703401384,10.409414932679091,84.01800282429141,28.12931850287161,90.09428016669531,33.26209453288669,5,0,1
760,3415.374964595675,418.5248346329658,47.154674327586825,10.726213579900168,85.93003028357886,58.01019756413221,23.395854957614247,51.57818486226219,14.831229435369432,95.01267893636364,6.734454587760752,5,0,0
383,7212.516994986452,1746.8610088687874,122.13813739618256,16.976009884431328,15.227966827519726,84.7071397096672,63.13845413299346,44.79507148985338,10.894968695878417,87.01933518888154,25.865747228449237,3,1,0
1104,2619.6029807283817,131.3445623408886,58.21634644913338,1.943403713513833,59.23720089523544,37.62169808903952,8.254479528067584,8.482149659211027,4.008310447129238,62.32165045538776,25.24893354203273,4,0,0
974,2303.809955065024,376.4595384450596,27.3262263644703,6.901154206478182,61.21481292383556,83.58673214077278,29.380066471263635,43.38389995922501,11.581972278736473,44.242363431027215,7.798327823344355,5,0,0
353,7336.789397502854,1571.5522407415604,220.3574481176824,14.255396455212225,20.91670978077016,95.0472265039476,36.03311747206384,28.476081387354032,19.61141301691254,69.27906644892452,17.39544806533985,3,1,0
1606,6191.069532317233,425.0136761954901,83.34519486989718,2.2191325141719105,41.12008230840942,46.68359581651083,16.966933108120145,87.67916750905275,22.59260255165069,58.76989847217099,40.05130313318868,5,0,1
1826,6883.519981290526,520.9897506806246,93.26705716957412,4.042937701141155,19.393151284907223,54.49051365575846,19.446394663272304,137.0877338026574,36.88737516095592,62.42451809355101,27.99548352137656,2,0,1
1037,2852.9546637094504,155.87905661647216,50.02432380855398,1.426028903353021,32.60533738966717,37.67741279626971,8.9469562211781,8.43052295036672,5.123540687921486,78.07446186633007,28.945347840656744,5,0,0
1108,4439.9394103154245,138.24895897948952,37.07849108728795,2.0778196109642746,30.95272255161692,24.25527774744352,6.329109927393507,4.246972951707571,5.755210833075176,89.2858702218863,27.24833449748629,3,0,0
495,8168.187138853204,1249.9507305493687,152.66420736712988,19.177280454791514,10.352096819849624,93.18060463761856,44.41716155871086,22.43074477992809,10.58595058822166,31.658788202913577,33.053698409514,2,1,0
394,8562.518046698226,1207.706007402711,195.79684486455128,15.680202177889631,15.062752767895931,89.43023521932273,53.35155518422562,27.764987481128017,17.20106133697977,76.18018700480984,44.27288201969852,3,1,0
1547,3485.608141313439,301.675624598195,80.9478759123572,3.5145402371400696,22.09513029739002,45.2926609796913,18.702336541262472,73.91869615610842,46.61654123539783,70.78541293640859,29.383360470948464,3,0,1
465,9686.577278198913,716.4927299639024,145.1107163318071,12.926742077826136,18.592244096044915,94.00502682759787,25.670777113706663,53.46506159773183,19.86800434348435,74.6258165854867,32.0725100079048,4,1,0
887,4062.7543582798535,329.45114833408184,32.09584550891764,19.020366426822363,74.83925180538692,70.18001170720765,25.810197874176733,48.06486869466087,12.655154878752423,91.96400440149056,12.665021021298106,5,0,0
1194,5688.026950972182,163.2000787718565,39.76906204587843,2.216144754128171,58.97335175183185,52.9375242292229,4.6363292779291285,5.8112687927804005,9.405849397155734,42.08511984301238,22.413652039615823,5,0,0
367,6904.402976069193,1302.5035141801077,161.27813537752408,14.30032456446718,7.061130695739016,90.43880242196812,47.96231424282187,37.76045560193717,14.37809085791678,57.3727731412456,42.5240675298837,1,1,0
1894,5612.854705833665,519.0200248670085,19.662088290483595,2.648002230540913,13.54205873836267,40.24836526355932,6.397569523825549,90.890619365441,26.99365477301868,98.38736810258868,20.39633314540724,3,0,1
1874,3964.3101044492296,114.04668603998128,69.4317282248811,3.1312321176903746,45.295436647728586,60.45650427378433,4.796191862450417,62.34252835717045,35.04854000331162,83.72854354376766,35.41327699883817,1,0,1
745,2614.6755804864447,326.6977496257385,40.02859354694095,11.38072074104638,63.96238411271577,75.47060903105445,10.365277733303651,27.97496671681888,11.742585678040989,72.40888672417695,24.411961397868303,3,0,0
530,3708.546119179985,318.45094406018603,30.647801325639527,12.639889371702983,81.19470512224089,61.94147844847108,17.405372792356403,73.7903554461254,10.850184176234146,34.23817992031071,15.363383995441875,2,0,0
803,3500.5630818184645,254.524354285872,42.70995380852315,7.858800066167528,75.00691808537741,70.40601596143577,27.664746906194942,38.60719644522287,13.03566862021304,17.28781618159025,26.85280346368487,4,0,0
1224,2893.5702487208896,139.6842243998529,48.33660904457301,1.5331814518568954,22.52290978448318,29.7791405228885,9.951228611344318,6.125031601639968,6.9067343416513545,54.65189800903789,16.148963327666635,4,0,0
1979,6009.814579129319,349.6394272789619,62.88034904935813,5.357154112354884,21.99594516846767,36.24418025393759,13.548139052811978,158.31247559131842,34.60045980191779,30.5773494965404,25.846199313799143,5,0,1
1906,4203.383688396293,269.68329252577684,35.99755430696931,3.6062534680784313,30.842521728331565,40.30248921246934,7.123424932414826,80.0557906822284,22.800444982137208,32.842527726437,7.132363514029191,3,0,1
1700,5389.275890053149,211.289985051258,79.03377345669512,4.867917308681223,41.05086901521823,60.54695688314945,11.86481727662656,90.54911627255386,25.937919344470515,92.87043609982894,19.921308886155337,1,0,1
1545,5793.595842745127,260.26401517626994,69.20968303957912,2.478668835973882,36.019927545838684,44.42544861604354,15.811866816396533,78.39159089945537,25.65159173858953,53.27909849822753,34.02670184292451,1,0,1
1314,2841.209175226477,92.01297423209508,53.56931288953817,3.317714218275041,50.70227541406378,1.1095383970688033,11.036800080186556,7.151309584429713,4.018644471895991,21.25468537136184,31.26660783287336,4,0,0
